Latitude,Longitude,Value,dataDate,time,shortName
40.229,8.207,5.4111637837e-08,20141022,1200,pm10
40.229,8.957,3.7996684910e-08,20141022,1200,pm10
40.229,9.707,3.0810383578e-08,20141022,1200,pm10
40.229,10.457,3.3112030451e-08,20141022,1200,pm10
40.229,11.207,3.7342822168e-08,20141022,1200,pm10
40.229,11.957,3.6583436724e-08,20141022,1200,pm10
40.229,12.707,3.4314417974e-08,20141022,1200,pm10
40.229,13.458,2.6386615559e-08,20141022,1200,pm10
40.229,14.208,2.4286542555e-08,20141022,1200,pm10
40.229,14.958,2.3360023249e-08,20141022,1200,pm10
40.229,15.708,2.0366684339e-08,20141022,1200,pm10
40.229,16.458,1.7611959890e-08,20141022,1200,pm10
40.229,17.208,1.9891167824e-08,20141022,1200,pm10
40.229,17.958,2.2252912402e-08,20141022,1200,pm10
39.479,8.207,6.2370254739e-08,20141022,1200,pm10
39.479,8.957,4.4417781453e-08,20141022,1200,pm10
39.479,9.707,3.3583454240e-08,20141022,1200,pm10
39.479,10.457,3.6320322749e-08,20141022,1200,pm10
39.479,11.207,4.3654608817e-08,20141022,1200,pm10
39.479,11.957,4.8122650753e-08,20141022,1200,pm10
39.479,12.707,4.7990177166e-08,20141022,1200,pm10
39.479,13.458,4.0183259387e-08,20141022,1200,pm10
39.479,14.208,3.2520027560e-08,20141022,1200,pm10
39.479,14.958,3.0269895035e-08,20141022,1200,pm10
39.479,15.708,2.2765050289e-08,20141022,1200,pm10
39.479,16.458,1.5331934833e-08,20141022,1200,pm10
39.479,17.208,1.6046122653e-08,20141022,1200,pm10
39.479,17.958,1.9250641969e-08,20141022,1200,pm10
38.729,8.207,6.7133875348e-08,20141022,1200,pm10
